card_id,name,set_code,supertype,subtypes,types,rarity,hp,retreat_count,is_basic,is_stage1,is_stage2,flavor_text,num_attacks,max_damage,min_cost,max_cost,avg_dpe,has_ability,num_abilities,txt_draw,txt_search,txt_heal,txt_status,txt_accel,txt_discard,txt_coin,txt_counter,txt_switch,txt_prevent,attack_text
base5-39,Dark Kadabra,base5,Pokémon,Stage 1,Psychic,Uncommon,50.0,2,0,1,0,Some people say that Kadabras are responsible for many of the mysterious events reported in the news.,1,30,2,2,15.0,1,1,1,0,0,1,0,1,0,0,0,0,"Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.) Once during your turn (before your attack), you may discard a card from your hand in order to draw a card. This power can't be used if Dark Kadabra is Asleep, Confused, or Paralyzed. Matter Exchange"
base5-40,Dark Machoke,base5,Pokémon,Stage 1,Fighting,Uncommon,60.0,2,0,1,0,"While normally peaceful and friendly, the number of incidents involving cruel Machokes is rising.",2,30,3,3,8.333333333333334,0,0,0,0,0,0,0,0,0,0,1,0,"Before doing damage, choose 1 of your opponent's Benched Pokémon and switch it with the Defending Pokémon. Do the damage to the new Defending Pokémon. This attack can't be used if your opponent has no Benched Pokémon. If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. (Do the damage before switching the Pokémon.) "
base5-41,Dark Muk,base5,Pokémon,Stage 1,Grass,Uncommon,60.0,2,0,1,0,"Muks appear suddenly, spreading sludge everywhere. Whenever one appears in a city, panic ensues.",1,20,2,2,10.0,1,1,0,0,0,1,0,0,0,0,0,0,"The Defending Pokémon is now Poisoned. As long as Dark Muk is your Active Pokémon, your opponent pays ColorlessColorless more to retreat his or her Active Pokémon. This power stops working while Dark Muk is Asleep, Confused, or Paralyzed. Sticky Goo"
base5-42,Dark Persian,base5,Pokémon,Stage 1,Colorless,Uncommon,60.0,0,0,1,0,Popular with women because of its beautiful fur. The leader of the Rockets keeps one as a pet.,2,10,1,2,2.5,0,0,0,0,0,1,0,0,1,0,1,0,"Flip a coin. If heads, choose 1 of your opponent's Benched Pokémon and switch it with the Defending Pokémon. This attack can't be used if your opponent has no Benched Pokémon. Flip a coin. If heads, the Defending Pokémon is now Poisoned. "
base5-43,Dark Primeape,base5,Pokémon,Stage 1,Fighting,Uncommon,60.0,1,0,1,0,"Although Primeapes have always been mean, lately they seem to be becoming even more vicious and frenzied.",1,40,2,2,20.0,1,1,0,0,0,1,0,0,0,0,0,0,"Dark Primeape is now Confused (after doing damage). If Dark Primeape does any damage while it's Confused (even to itself), it does 30 more damage. Frenzy"
base5-44,Dark Rapidash,base5,Pokémon,Stage 1,Fire,Uncommon,60.0,0,0,1,0,"A wild, uncontrollable Pokémon. When running, it looks like a comet streaking through the sky.",2,30,2,2,12.5,0,0,0,0,0,0,0,1,0,0,0,0," You may discard 1 Fire Energy card attached to Dark Rapidash when you use this attack. If you do and if your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.) "
base5-45,Dark Vaporeon,base5,Pokémon,Stage 1,Water,Uncommon,60.0,1,0,1,0,"A Pokémon capable of controlling water, so it is capable of creating giant whirlpools.",2,30,3,3,8.333333333333334,0,0,0,0,0,0,0,1,0,0,0,0," If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it. "
base5-46,Dark Wartortle,base5,Pokémon,Stage 1,Water,Uncommon,60.0,1,0,1,0,"A Pokémon with a negative attitude, it hides in its shell whenever it's in a bad mood—which is often.",2,10,1,2,5.0,0,0,0,0,0,0,0,0,0,0,0,0,"Flip 2 coins. This attack does 10 damage times the number of heads. If an attack does damage to Dark Wartortle during your opponent's next turn (even if Dark Wartortle is Knocked Out), Dark Wartortle attacks the Defending Pokémon for an equal amount of damage. "
base5-47,Magikarp,base5,Pokémon,Basic,Water,Uncommon,30.0,1,1,0,0,Recent research has revealed the presence of dragon DNA in this species of Pokémon.,2,10,1,3,5.0,0,0,0,1,0,0,0,0,0,0,0,0, Search your deck for an Evolution card named Gyarados or Dark Gyarados and put it on Magikarp. (This counts as evolving Magikarp.) Shuffle your deck afterward. 
base5-48,Porygon,base5,Pokémon,Basic,Colorless,Uncommon,40.0,0,1,0,0,"More and more people play the slots every day, trying to win a Porygon.",2,20,1,3,3.3333333333333335,0,0,0,0,0,1,0,0,1,0,0,0,"If the Defending Pokémon has a Weakness, you may change it to a type of your choice other than Colorless. Flip a coin. If heads, the Defending Pokémon is now Confused. "
base5-49,Abra,base5,Pokémon,Basic,Psychic,Common,40.0,1,1,0,0,"It teleports itself away from danger, making it difficult to capture.",2,10,1,1,5.0,0,0,0,0,0,1,0,1,1,0,0,0,"Shuffle Abra into your deck. (Discard all cards attached to Abra.) Flip a coin. If heads, the Defending Pokémon is now Paralyzed. "
base5-50,Charmander,base5,Pokémon,Basic,Fire,Common,40.0,1,1,0,0,"Many people find it cute and try to hold it, only to be burned by its tail.",1,20,1,1,20.0,1,1,0,0,0,1,0,0,0,0,0,0," Once during your turn (before your attack), you may take 1 Fire Energy card attached to 1 of your other Pokémon and attach it to Charmander. This power can't be used if Charmander is Asleep, Confused, or Paralyzed. Gather Fire"
base5-51,Dark Raticate,base5,Pokémon,Stage 1,Colorless,Common,50.0,1,0,1,0,A Raticate's front teeth are incredibly powerful; it can destroy a two-story house with them in 5 minutes.,2,50,2,3,13.333333333333334,0,0,0,0,0,0,0,0,1,0,0,0," Flip a coin. If tails, this attack does nothing. "
base5-52,Diglett,base5,Pokémon,Basic,Fighting,Common,40.0,0,1,0,0,"It follows Onixes in their tunnels, looking for scraps of food they have left behind.",2,20,1,2,5.0,0,0,0,0,0,0,0,0,0,0,0,0,Choose 1 of your opponent's Pokémon. This attack does 10 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.)  
base5-53,Dratini,base5,Pokémon,Basic,Colorless,Common,40.0,1,1,0,0,The capture of the first Dratini inspired the search for other legendary Pokémon.,1,10,2,2,5.0,0,0,0,0,0,1,0,0,1,0,0,0,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed. "
base5-54,Drowzee,base5,Pokémon,Basic,Psychic,Common,50.0,1,1,0,0,Not popular with girls because of its attitude. Can often be heard muttering to itself in a low voice.,1,10,2,2,5.0,1,1,0,0,0,1,0,0,1,0,0,0,"The Defending Pokémon is now Asleep. Once during your turn (before your attack), you may flip a coin. If heads, the Defending Pokémon is now Asleep; if tails, your Active Pokémon is now Asleep. This power can't be used if Drowzee is Asleep, Confused, or Paralyzed. Long-Distance Hypnosis"
base5-55,Eevee,base5,Pokémon,Basic,Colorless,Common,40.0,1,1,0,0,"A rare and unique Pokémon about which little is known, as few have been captured.",2,10,1,2,7.5,0,0,0,0,0,0,0,0,0,0,0,0," If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing. "
base5-56,Ekans,base5,Pokémon,Basic,Grass,Common,50.0,1,1,0,0,A carnivore that swallows its prey whole. Pidgeys and Spearows are its favorite food.,2,20,1,2,10.0,0,0,0,0,0,1,0,0,1,0,0,0," Flip a coin. If heads, the Defending Pokémon is now Poisoned. "
base5-57,Grimer,base5,Pokémon,Basic,Grass,Common,40.0,1,1,0,0,"It has recently been found that Grimers are formed in waste-processing plants, and can move into towns via sewers.",2,10,1,2,2.5,0,0,0,0,0,1,0,0,1,0,0,0,"The Defending Pokémon is now Asleep. Flip a coin. If heads, this attack does 10 damage plus 20 more damage and the Defending Pokémon is now Paralyzed; if tails, this attack does 10 damage. "
base5-58,Koffing,base5,Pokémon,Basic,Grass,Common,40.0,1,1,0,0,"First discovered in a weapons factory, this Pokémon can now be found almost anywhere.",2,20,1,2,10.0,0,0,0,0,0,1,0,0,1,0,0,0," Flip a coin. If heads, the Defending Pokémon is now Poisoned. "
base5-59,Machop,base5,Pokémon,Basic,Fighting,Common,50.0,1,1,0,0,It's said that not even pro wrestlers can take down a Machop.,2,30,2,3,10.0,0,0,0,0,0,0,0,0,0,0,0,0,  
base5-60,Magnemite,base5,Pokémon,Basic,Lightning,Common,40.0,1,1,0,0,"It is said that enough Magnemites and Magnetons gather in one place, they can create a powerful magnetic barrier.",2,20,2,2,7.5,0,0,0,0,0,0,0,0,0,0,0,0," Does 10 damage plus 10 more damage for each Magnemite, Magneton, and Dark Magneton on your Bench. "
base5-61,Mankey,base5,Pokémon,Basic,Fighting,Common,40.0,0,1,0,0,"Normally friendly, it quickly becomes angry if it doesn't get what it wants.",2,20,1,2,5.0,0,0,0,0,0,0,0,0,1,0,0,0,"Shuffle your opponent's deck. Flip a coin. If heads, this attack does 20 damage plus 20 more damage; if tails, this attack does 20 damage. "
base5-62,Meowth,base5,Pokémon,Basic,Colorless,Common,40.0,1,1,0,0,"A popular Pokémon that earns money for its owner with its ""Pay Day"" ability.",1,0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,0,0,"Choose 1 of your opponent's Pokémon and flip a coin. If heads, this attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.) "
base5-63,Oddish,base5,Pokémon,Basic,Grass,Common,50.0,1,1,0,0,It wanders around at night sowing its seeds to create more Oddishes.,2,0,1,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,The Defending Pokémon is now Asleep. The Defending Pokémon is now Poisoned. 
base5-64,Ponyta,base5,Pokémon,Basic,Fire,Common,50.0,1,1,0,0,"A gentle grass-eater, it will allow riders on its back. However, anyone attempting to do so must be careful not to get burned.",1,30,2,2,15.0,0,0,0,0,0,0,0,1,0,0,0,0,Discard 1 Fire Energy card attached to Ponyta in order to use this attack. 
base5-65,Psyduck,base5,Pokémon,Basic,Water,Common,50.0,1,1,0,0,"It is often seen holding its head in its paws, as if it were suffering from a headache.",2,20,1,2,5.0,0,0,1,0,0,0,0,0,0,0,0,0,Draw a card. Does 20 damage plus 10 more damage for each Water Energy attached to Psyduck but not used to pay for this attack. You can't add more than 20 damage in this way. 
base5-66,Rattata,base5,Pokémon,Basic,Colorless,Common,40.0,0,1,0,0,"Loves to eat walnuts, chestnuts, cheese, and milk.",1,10,1,1,10.0,1,1,0,0,0,1,0,0,1,0,1,0,"Flip a coin. If heads, this attack does 10 damage plus 10 more damage; if tails, this attack does 10 damage. Once during your turn (before your attack), you may switch 1 of your Prizes with the top card of your deck. This power can't be used if Rattata is Asleep, Confused, or Paralyzed. Trickery"
base5-67,Slowpoke,base5,Pokémon,Basic,Psychic,Common,50.0,1,1,0,0,"Although it knows how to fish, no other intelligent behavior has been detected in it.",2,10,1,1,5.0,0,0,0,1,0,0,0,0,0,0,0,0,Search your deck for a Psychic Energy card and attach it to Slowpoke. Shuffle your deck afterward.  
base5-68,Squirtle,base5,Pokémon,Basic,Water,Common,50.0,1,1,0,0,Cute Pokémon that charms people with its innocent eyes. Loves swimming all day long.,1,20,2,2,10.0,0,0,0,0,0,0,0,0,0,0,0,0, 
base5-69,Voltorb,base5,Pokémon,Basic,Lightning,Common,40.0,1,1,0,0,"Usually seen only in power plants, it is sometimes seen in towns, apparently using the power lines to travel.",1,20,1,1,20.0,0,0,0,0,0,0,0,0,0,0,0,0, 
base5-70,Zubat,base5,Pokémon,Basic,Grass,Common,40.0,0,1,0,0,"Lives in dark caves. Can occasionally be seen at night, when it flies in search of food.",2,20,1,2,10.0,0,0,0,0,0,0,0,0,0,0,0,0,  
base5-71,Here Comes Team Rocket!,base5,Trainer,,,Rare,,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0, 
base5-72,Rocket's Sneak Attack,base5,Trainer,,,Rare,,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0, 
base5-73,The Boss's Way,base5,Trainer,,,Uncommon,,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0, 
base5-74,Challenge!,base5,Trainer,,,Uncommon,,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0, 
base5-75,Digger,base5,Trainer,Rocket's Secret Machine,,Uncommon,,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0, 
base5-76,Imposter Oak's Revenge,base5,Trainer,,,Uncommon,,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0, 
base5-77,Nightly Garbage Run,base5,Trainer,Rocket's Secret Machine,,Uncommon,,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0, 
base5-78,Goop Gas Attack,base5,Trainer,,,Common,,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0, 
base5-79,Sleep!,base5,Trainer,Rocket's Secret Machine,,Common,,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0, 
base5-80,Rainbow Energy,base5,Energy,Special,,Rare,,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0, 
base5-81,Full Heal Energy,base5,Energy,Special,,Uncommon,,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0, 
base5-82,Potion Energy,base5,Energy,Special,,Uncommon,,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0, 
base5-83,Dark Raichu,base5,Pokémon,Stage 1,Lightning,Rare Secret,70.0,1,0,1,0,"Stores up electricity in its body, then suddenly releases it to surprise and shock everyone.",1,30,3,3,10.0,0,0,0,0,0,0,0,0,1,0,0,0,"Flip a coin. If heads, flip another coin. If the second coin is heads, this attack does 20 damage to each of your opponent's Benched Pokémon. If the second coin is tails, this attack does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) "
gym1-1,Blaine's Moltres,gym1,Pokémon,Basic,Fire,Rare Holo,90.0,3,1,0,0,,1,90,5,5,18.0,0,0,0,0,0,0,0,0,1,0,0,0,"Flip a coin. If tails, shuffle Blaine's Moltres and all cards attached to it into your deck (after doing damage). "
gym1-2,Brock's Rhydon,gym1,Pokémon,Stage 1,Fighting,Rare Holo,80.0,3,0,1,0,,1,70,4,4,17.5,1,1,0,0,0,0,0,0,1,0,0,0,"Flip a coin. If tails, this attack does nothing. As long as Brock's Rhydon is Benched, whenever 1 of your Benched Pokémon is damaged, you may do 10 of that damage to Brock's Rhydon instead. (If more than 1 of your Benched Pokémon is damaged at the same time, you may use this power once for each of them.) Bench Guard"
gym1-3,Erika's Clefable,gym1,Pokémon,Stage 1,Colorless,Rare Holo,70.0,2,0,1,0,,2,30,1,3,5.0,0,0,0,0,0,0,0,0,1,0,0,0,"Flip a coin. If heads, you may return any number of your Pokémon in play and all cards attached to them to your hand.  "
gym1-4,Erika's Dragonair,gym1,Pokémon,Stage 1,Colorless,Rare Holo,80.0,2,0,1,0,,2,30,3,4,5.0,0,0,0,0,0,0,0,0,1,0,0,0,"Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokémon. If tails, this attack does 10 damage to each of your own Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) Shuffle Erika's Dragonair and all cards attached to it into your deck. Then, your opponent shuffles his or her Active Pokémon and all cards attached to it into his or her deck. "
gym1-5,Erika's Vileplume,gym1,Pokémon,Stage 2,Grass,Rare Holo,80.0,2,0,0,1,,1,30,3,3,10.0,1,1,0,0,0,1,0,0,1,1,0,0,"If Erika's Vileplume does damage to the Defending Pokémon (after applying Weakness and Resistance), remove a number of damage counters from Erika's Vileplume equal to half the damage done to the Defending Pokémon (rounded up to the nearest 10). If Erika's Vileplume has fewer damage counters than that, remove all of them. If an attack does damage to Erika's Vileplume while it's your Active Pokémon (even if it's Knocked Out), flip a coin. If heads, your opponent's Active Pokémon is now Confused. This power works even while Erika's Vileplume is Asleep, Confused, or Paralyzed. Pollen Defense"
gym1-6,Lt. Surge's Electabuzz,gym1,Pokémon,Basic,Lightning,Rare Holo,70.0,2,1,0,0,,2,30,1,1,15.0,0,0,0,0,0,0,0,1,0,0,0,0,Take up to 2 Lightning Energy cards from your discard pile and attach them to Lt. Surge's Electabuzz. Discard all Lightning Energy cards attached to Lt. Surge's Electabuzz in order to use this attack. Flip a number of coins equal to the number of Lightning Energy cards you discarded. This attack does 30 damage times the number of heads. 
gym1-7,Lt. Surge's Fearow,gym1,Pokémon,Stage 1,Colorless,Rare Holo,70.0,0,0,1,0,,2,30,2,3,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Flip 5 coins. This attack does 10 damage times the number of heads. The Defending Pokémon can't retreat during your opponent's next turn. 
gym1-8,Lt. Surge's Magneton,gym1,Pokémon,Stage 1,Lightning,Rare Holo,70.0,2,0,1,0,,1,50,4,4,12.5,1,1,0,0,0,1,0,0,1,0,0,0,"Flip a coin. If tails, Lt. Surge's Magneton does 20 damage to itself. As often as you like during your turn (before your attack), if Lt. Surge's Magneton is your Active Pokémon, you may take 1 Lightning Energy card attached to 1 of your Pokémon and attach it to Lt. Surge's Magneton. This power can't be used if Lt. Surge's Magneton is Asleep, Confused, or Paralyzed. Energy Charge"
gym1-9,Misty's Seadra,gym1,Pokémon,Stage 1,Water,Rare Holo,70.0,1,0,1,0,,2,30,1,3,15.0,0,0,0,0,0,0,0,0,0,0,0,0," Flip 2 coins. If both of them are heads, this attack does 30 damage plus 60 more damage. If 1 or both of them are tails, this attack does 30 damage. "
gym1-10,Misty's Tentacruel,gym1,Pokémon,Stage 1,Water,Rare Holo,70.0,0,0,1,0,,1,30,4,4,7.5,1,1,0,0,0,1,0,0,1,0,1,1,"Flip a coin. If heads, the Defending Pokémon is now Poisoned. If tails, the Defending Pokémon is now Confused. If an attack does damage to Misty's Tentacruel while it's your Active Pokémon, you may switch it with 1 of your Benched Pokémon, which prevents all other effects of that attack on Misty's Tentacruel. This power can't be used if Misty's Tentacruel is already Asleep, Confused, or Paralyzed. Flee"
gym1-11,Rocket's Hitmonchan,gym1,Pokémon,Basic,Fighting,Rare Holo,60.0,1,1,0,0,,2,50,1,3,8.333333333333334,0,0,0,0,0,0,0,0,1,0,0,0,"If an attack does damage to Rocket's Hitmonchan during your opponent's next turn (even if Rocket's Hitmonchan is Knocked Out), flip a coin. If heads, Rocket's Hitmonchan attacks your opponent's Active Pokémon for double that amount of damage. (If Rocket's Hitmonchan takes 20 damage, it does 40 damage to that Pokémon.)  "
gym1-12,Rocket's Moltres,gym1,Pokémon,Basic,Fire,Rare Holo,60.0,2,1,0,0,,1,40,3,3,13.333333333333334,1,1,0,0,0,1,0,1,0,0,0,0,"If an attack does damage to Rocket's Moltres during your opponent's next turn (even if Rocket's Moltres is Knocked Out), Rocket's Moltres attacks your opponent's Active Pokémon for 10 damage. (Apply Weakness and Resistance.) When Rocket's Moltres is Knocked Out, you may return it to your hand after discarding it. This power can't be used if Rocket's Moltres is Asleep, Confused, or Paralyzed when it is Knocked Out. Rebirth"
gym1-13,Rocket's Scyther,gym1,Pokémon,Basic,Grass,Rare Holo,60.0,1,1,0,0,,2,40,1,3,6.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,"Whenever Rocket's Scyther is attacked, your opponent flips a coin. If tails, that attack does no damage to Rocket's Scyther. (Any other effects of the attack still happen.) This effect lasts until Rocket's Scyther takes damage (or is Benched or is evolved).  "
gym1-14,Sabrina's Gengar,gym1,Pokémon,Stage 2,Psychic,Rare Holo,80.0,1,0,0,1,,2,40,1,3,6.666666666666667,0,0,0,0,0,0,0,0,0,1,0,0,"Put a damage counter on each of your opponent's Pokémon has already has any damage counters on it. Unless this attack Knocks Out the Defending Pokémon, flip 2 coins. If both of them are heads, your opponent shuffles his or her Active Pokémon and all cards attached to it into his or her deck. "
gym1-15,Brock,gym1,Trainer,,,Rare Holo,,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0, 
gym1-16,Erika,gym1,Trainer,,,Rare Holo,,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0, 
gym1-17,Lt. Surge,gym1,Trainer,,,Rare Holo,,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0, 
gym1-18,Misty,gym1,Trainer,,,Rare Holo,,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0, 
gym1-19,The Rocket's Trap,gym1,Trainer,,,Rare Holo,,0,0,0,0,,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0, 
gym1-20,Brock's Golem,gym1,Pokémon,Stage 2,Fighting,Rare,90.0,4,0,0,1,,2,50,3,4,9.583333333333334,0,0,0,0,0,0,0,0,0,0,0,0,"If your opponent has any Benched Pokémon, choose up to 3 of them. This attack does 10 damage to each of them. (Don't apply Weakness and Resistance for Benched Pokémon.)  "
gym1-21,Brock's Onix,gym1,Pokémon,Basic,Fighting,Rare,70.0,2,1,0,0,,2,20,2,3,5.0,0,0,0,0,0,1,0,0,1,0,0,0,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If your opponent has any Benched Pokémon, choose up to 2 of them. This attack does 20 damage to each of them. (Don't apply Weakness and Resistance for Benched Pokémon.) Brock's Onix can't attack during your next turn. "
gym1-22,Brock's Rhyhorn,gym1,Pokémon,Basic,Fighting,Rare,60.0,2,1,0,0,,2,40,2,3,11.666666666666668,0,0,0,0,0,0,0,0,0,0,1,0,"If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. (Do the damage before switching the Pokémon.) Brock's Rhyhorn does 10 damage to itself. "
gym1-23,Brock's Sandslash,gym1,Pokémon,Stage 1,Fighting,Rare,60.0,1,0,1,0,,2,20,2,2,7.5,0,0,0,0,0,1,0,0,1,0,0,0,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed and Poisoned. If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing. "
gym1-24,Brock's Zubat,gym1,Pokémon,Basic,Grass,Rare,30.0,0,1,0,0,,2,20,1,2,5.0,0,0,1,0,0,0,0,0,0,0,1,0,"Draw a card. Then, switch Brock's Zubat with 1 of your Benched Pokémon. You can't use this attack if your Bench is empty.  "
gym1-25,Erika's Clefairy,gym1,Pokémon,Basic,Colorless,Rare,50.0,1,1,0,0,,2,10,1,2,2.5,0,0,0,1,0,0,0,0,0,0,0,0,"Search your deck for a basic Energy card. Show that card to your opponent, then put it into your hand. Shuffle your deck afterward. Flip 3 coins. This attack does 10 damage times the number of heads. "
gym1-26,Erika's Victreebel,gym1,Pokémon,Stage 2,Grass,Rare,80.0,2,0,0,1,,1,50,3,3,16.666666666666668,1,1,0,0,0,1,0,0,1,0,1,0," Once during your turn (before your attack), you may flip a coin. If heads, and if your opponent has any Benched Pokémon, choose 1 of them and switch it with his or her Active Pokémon. This power can't be used if Erika's Victreebel is Asleep, Confused, or Paralyzed. Fragrance Trap"
gym1-27,Lt. Surge's Electabuzz,gym1,Pokémon,Basic,Lightning,Rare,60.0,2,1,0,0,,2,20,1,2,5.0,0,0,0,0,0,0,0,1,0,0,0,0,"Take up to 2 Lightning Energy cards from your discard pile and attach them to Lt. Surge's Electabuzz. Take 1 Lightning Energy card attached to Lt. Surge's Electabuzz and attach it to 1 of your Benched Pokémon. If you have no Benched Pokémon, discard that Energy card. "
gym1-28,Lt. Surge's Raichu,gym1,Pokémon,Stage 1,Lightning,Rare,70.0,2,0,1,0,,2,100,2,4,20.0,0,0,0,0,0,0,0,1,0,0,0,0, Discard all Energy cards attached to Lt. Surge's Raichu in order to use this attack. 
gym1-29,Misty's Cloyster,gym1,Pokémon,Stage 1,Water,Rare,70.0,2,0,1,0,,1,20,3,3,6.666666666666667,1,1,0,0,0,1,0,0,0,0,0,1,"Flip 3 coins. This attack does 20 damage times the number of heads. You may reduce all damage done by attacks to Misty's Cloyster by 10 (after applying Weakness and Resistance). (Any other effects of attacks still happen). This power can't be used if Misty's Cloyster is Asleep, Confused, or Paralyzed. Shell Armor"
gym1-30,Misty's Goldeen,gym1,Pokémon,Basic,Water,Rare,30.0,0,1,0,0,,1,30,1,1,30.0,0,0,0,0,0,0,0,0,1,0,0,0,"Flip a coin. If tails, this attack does nothing. "
gym1-31,Misty's Poliwrath,gym1,Pokémon,Stage 2,Water,Rare,90.0,3,0,0,1,,1,30,4,4,7.5,0,0,0,0,0,0,0,0,0,0,0,0,Does 10 damage to each Pokémon that isn't Water on each player's Bench. (Don't apply Weakness and Resistance for Benched Pokémon.) 
gym1-32,Misty's Tentacool,gym1,Pokémon,Basic,Water,Rare,40.0,0,1,0,0,,2,0,1,2,0.0,0,0,0,1,0,1,0,0,1,0,0,0,"Flip a coin. If heads, the Defending Pokémon is now Asleep. Search your deck for any number of Pokémon named Tentacool, Tentacruel, Misty's Tentacool, and/or Misty's Tentacruel. Show those cards to your opponent, then put them into your hand. Shuffle your deck afterward. "
gym1-33,Rocket's Snorlax,gym1,Pokémon,Basic,Colorless,Rare,90.0,4,1,0,0,,1,20,3,3,6.666666666666667,1,1,0,0,0,1,0,0,0,0,0,0,"Rocket's Snorlax is now Asleep (after doing damage). If your opponent's attack does damage to Rocket's Snorlax and Rocket's Snorlax is already Asleep (even if it's Knocked Out), this power does 20 damage to the attacking Pokémon. Restless Sleep"
gym1-34,Sabrina's Venomoth,gym1,Pokémon,Stage 1,Grass,Rare,60.0,0,0,1,0,,2,10,1,1,5.0,0,0,0,0,1,1,0,0,0,1,0,0,"Flip 3 coins. For each heads, remove 1 damage counter from each of your Pokémon. If a Pokémon has fewer damage counters than the number of heads, remove all of them. Flip 2 coins. If 1 or both of them are heads, the Defending Pokémon is now Confused. "
gym1-35,Blaine's Growlithe,gym1,Pokémon,Basic,Fire,Uncommon,50.0,1,1,0,0,,2,30,1,2,12.5,0,0,0,0,0,0,0,0,0,0,1,0,"If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. (Do the damage before switching the Pokémon.) Blaine's Growlithe does 10 damage to itself. "
gym1-36,Blaine's Kangaskhan,gym1,Pokémon,Basic,Colorless,Uncommon,80.0,3,1,0,0,,2,30,1,3,10.0,0,0,0,0,0,0,0,0,1,0,0,0,"Flip a coin. If tails, this attack does nothing. Flip a coin. If heads, this attack does 30 damage plus 10 more damage; if tails, this attack does 30 damage. "
gym1-37,Blaine's Magmar,gym1,Pokémon,Basic,Fire,Uncommon,60.0,2,1,0,0,,2,20,1,3,8.333333333333334,0,0,0,0,0,0,0,1,1,0,0,0,"Flip a coin. If heads, this attack does 10 damage plus 10 more damage; if tails, this attack does 10 damage. Discard the top 5 cards of your deck. (If there are fewer than 5 cards in your deck, discard all of them.) This attack does 20 damage for each Fire Energy card you discarded in this way. "
gym1-38,Brock's Geodude,gym1,Pokémon,Basic,Fighting,Uncommon,50.0,1,1,0,0,,2,10,1,2,5.0,0,0,0,0,0,0,0,0,1,0,0,0," Choose 1 of your opponent's Benched Pokémon and flip a coin. If heads, this attack does 30 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) This attack can't be used if your opponent has no Benched Pokémon. "
gym1-39,Brock's Golbat,gym1,Pokémon,Stage 1,Grass,Uncommon,70.0,1,0,1,0,,2,20,1,3,10.0,0,0,0,0,0,0,0,0,0,0,0,0, Does 10 damage to each of your opponent's Pokémon. Don't apply Weakness and Resistance. 
gym1-40,Brock's Graveler,gym1,Pokémon,Stage 1,Fighting,Uncommon,70.0,2,0,1,0,,1,20,3,3,6.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,Flip 3 coins. This attack does 20 damage times the number of heads. 
