card_id,name,set_code,supertype,subtypes,hp,types,evolves_from,retreat_cost,weaknesses,rarity,attacks_json,abilities_json,flavor_text
base5-61,Mankey,base5,Pokémon,Basic,40,Fighting,,,Psychic,Common,"[{""name"": ""Mischief"", ""cost"": [""Colorless""], ""damage"": """", ""text"": ""Shuffle your opponent's deck.""}, {""name"": ""Anger"", ""cost"": [""Fighting"", ""Colorless""], ""damage"": ""20+"", ""text"": ""Flip a coin. If heads, this attack does 20 damage plus 20 more damage; if tails, this attack does 20 damage.""}]",[],"Normally friendly, it quickly becomes angry if it doesn't get what it wants."
base5-62,Meowth,base5,Pokémon,Basic,40,Colorless,,Colorless,Fighting,Common,"[{""name"": ""Coin Hurl"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": """", ""text"": ""Choose 1 of your opponent's Pokémon and flip a coin. If heads, this attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.)""}]",[],"A popular Pokémon that earns money for its owner with its ""Pay Day"" ability."
base5-63,Oddish,base5,Pokémon,Basic,50,Grass,,Colorless,Fire,Common,"[{""name"": ""Sleep Powder"", ""cost"": [""Grass""], ""damage"": """", ""text"": ""The Defending Pokémon is now Asleep.""}, {""name"": ""Poisonpowder"", ""cost"": [""Grass""], ""damage"": """", ""text"": ""The Defending Pokémon is now Poisoned.""}]",[],It wanders around at night sowing its seeds to create more Oddishes.
base5-64,Ponyta,base5,Pokémon,Basic,50,Fire,,Colorless,Water,Common,"[{""name"": ""Ember"", ""cost"": [""Fire"", ""Colorless""], ""damage"": ""30"", ""text"": ""Discard 1 Fire Energy card attached to Ponyta in order to use this attack.""}]",[],"A gentle grass-eater, it will allow riders on its back. However, anyone attempting to do so must be careful not to get burned."
base5-65,Psyduck,base5,Pokémon,Basic,50,Water,,Colorless,Lightning,Common,"[{""name"": ""Dizziness"", ""cost"": [""Psychic""], ""damage"": """", ""text"": ""Draw a card.""}, {""name"": ""Water Gun"", ""cost"": [""Water"", ""Colorless""], ""damage"": ""20+"", ""text"": ""Does 20 damage plus 10 more damage for each Water Energy attached to Psyduck but not used to pay for this attack. You can't add more than 20 damage in this way.""}]",[],"It is often seen holding its head in its paws, as if it were suffering from a headache."
base5-66,Rattata,base5,Pokémon,Basic,40,Colorless,,,Fighting,Common,"[{""name"": ""Quick Attack"", ""cost"": [""Colorless""], ""damage"": ""10+"", ""text"": ""Flip a coin. If heads, this attack does 10 damage plus 10 more damage; if tails, this attack does 10 damage.""}]","[{""name"": ""Trickery"", ""type"": ""Pokémon Power"", ""text"": ""Once during your turn (before your attack), you may switch 1 of your Prizes with the top card of your deck. This power can't be used if Rattata is Asleep, Confused, or Paralyzed.""}]","Loves to eat walnuts, chestnuts, cheese, and milk."
base5-67,Slowpoke,base5,Pokémon,Basic,50,Psychic,,Colorless,Psychic,Common,"[{""name"": ""Afternoon Nap"", ""cost"": [""Colorless""], ""damage"": """", ""text"": ""Search your deck for a Psychic Energy card and attach it to Slowpoke. Shuffle your deck afterward.""}, {""name"": ""Headbutt"", ""cost"": [""Psychic""], ""damage"": ""10"", ""text"": """"}]",[],"Although it knows how to fish, no other intelligent behavior has been detected in it."
base5-68,Squirtle,base5,Pokémon,Basic,50,Water,,Colorless,Lightning,Common,"[{""name"": ""Shell Attack"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""20"", ""text"": """"}]",[],Cute Pokémon that charms people with its innocent eyes. Loves swimming all day long.
base5-69,Voltorb,base5,Pokémon,Basic,40,Lightning,,Colorless,Fighting,Common,"[{""name"": ""Speed Ball"", ""cost"": [""Lightning""], ""damage"": ""20"", ""text"": """"}]",[],"Usually seen only in power plants, it is sometimes seen in towns, apparently using the power lines to travel."
base5-70,Zubat,base5,Pokémon,Basic,40,Grass,,,Psychic,Common,"[{""name"": ""Ram"", ""cost"": [""Colorless""], ""damage"": ""10"", ""text"": """"}, {""name"": ""Bite"", ""cost"": [""Grass"", ""Colorless""], ""damage"": ""20"", ""text"": """"}]",[],"Lives in dark caves. Can occasionally be seen at night, when it flies in search of food."
base5-71,Here Comes Team Rocket!,base5,Trainer,,,,,,,Rare,[],[],
base5-72,Rocket's Sneak Attack,base5,Trainer,,,,,,,Rare,[],[],
base5-73,The Boss's Way,base5,Trainer,,,,,,,Uncommon,[],[],
base5-74,Challenge!,base5,Trainer,,,,,,,Uncommon,[],[],
base5-75,Digger,base5,Trainer,Rocket's Secret Machine,,,,,,Uncommon,[],[],
base5-76,Imposter Oak's Revenge,base5,Trainer,,,,,,,Uncommon,[],[],
base5-77,Nightly Garbage Run,base5,Trainer,Rocket's Secret Machine,,,,,,Uncommon,[],[],
base5-78,Goop Gas Attack,base5,Trainer,,,,,,,Common,[],[],
base5-79,Sleep!,base5,Trainer,Rocket's Secret Machine,,,,,,Common,[],[],
base5-80,Rainbow Energy,base5,Energy,Special,,,,,,Rare,[],[],
base5-81,Full Heal Energy,base5,Energy,Special,,,,,,Uncommon,[],[],
base5-82,Potion Energy,base5,Energy,Special,,,,,,Uncommon,[],[],
base5-83,Dark Raichu,base5,Pokémon,Stage 1,70,Lightning,Pikachu,Colorless,Fighting,Rare Secret,"[{""name"": ""Surprise Thunder"", ""cost"": [""Lightning"", ""Lightning"", ""Lightning""], ""damage"": ""30"", ""text"": ""Flip a coin. If heads, flip another coin. If the second coin is heads, this attack does 20 damage to each of your opponent's Benched Pokémon. If the second coin is tails, this attack does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",[],"Stores up electricity in its body, then suddenly releases it to surprise and shock everyone."
gym1-1,Blaine's Moltres,gym1,Pokémon,Basic,90,Fire,,Colorless|Colorless|Colorless,,Rare Holo,"[{""name"": ""Phoenix Flame"", ""cost"": [""Fire"", ""Fire"", ""Fire"", ""Fire"", ""Fire""], ""damage"": ""90"", ""text"": ""Flip a coin. If tails, shuffle Blaine's Moltres and all cards attached to it into your deck (after doing damage).""}]",[],
gym1-2,Brock's Rhydon,gym1,Pokémon,Stage 1,80,Fighting,Brock's Rhyhorn,Colorless|Colorless|Colorless,Grass,Rare Holo,"[{""name"": ""Lariat"", ""cost"": [""Fighting"", ""Fighting"", ""Colorless"", ""Colorless""], ""damage"": ""70"", ""text"": ""Flip a coin. If tails, this attack does nothing.""}]","[{""name"": ""Bench Guard"", ""type"": ""Pokémon Power"", ""text"": ""As long as Brock's Rhydon is Benched, whenever 1 of your Benched Pokémon is damaged, you may do 10 of that damage to Brock's Rhydon instead. (If more than 1 of your Benched Pokémon is damaged at the same time, you may use this power once for each of them.)""}]",
gym1-3,Erika's Clefable,gym1,Pokémon,Stage 1,70,Colorless,Erika's Clefairy,Colorless|Colorless,Fighting,Rare Holo,"[{""name"": ""Fairy Power"", ""cost"": [""Colorless""], ""damage"": """", ""text"": ""Flip a coin. If heads, you may return any number of your Pokémon in play and all cards attached to them to your hand.""}, {""name"": ""Moon Impact"", ""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""damage"": ""30"", ""text"": """"}]",[],
gym1-4,Erika's Dragonair,gym1,Pokémon,Stage 1,80,Colorless,Erika's Dratini,Colorless|Colorless,,Rare Holo,"[{""name"": ""Blizzard"", ""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""damage"": ""30"", ""text"": ""Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokémon. If tails, this attack does 10 damage to each of your own Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}, {""name"": ""Take Away"", ""cost"": [""Colorless"", ""Colorless"", ""Colorless"", ""Colorless""], ""damage"": """", ""text"": ""Shuffle Erika's Dragonair and all cards attached to it into your deck. Then, your opponent shuffles his or her Active Pokémon and all cards attached to it into his or her deck.""}]",[],
gym1-5,Erika's Vileplume,gym1,Pokémon,Stage 2,80,Grass,Erika's Gloom,Colorless|Colorless,Fire,Rare Holo,"[{""name"": ""Mega Drain"", ""cost"": [""Grass"", ""Grass"", ""Grass""], ""damage"": ""30"", ""text"": ""If Erika's Vileplume does damage to the Defending Pokémon (after applying Weakness and Resistance), remove a number of damage counters from Erika's Vileplume equal to half the damage done to the Defending Pokémon (rounded up to the nearest 10). If Erika's Vileplume has fewer damage counters than that, remove all of them.""}]","[{""name"": ""Pollen Defense"", ""type"": ""Pokémon Power"", ""text"": ""If an attack does damage to Erika's Vileplume while it's your Active Pokémon (even if it's Knocked Out), flip a coin. If heads, your opponent's Active Pokémon is now Confused. This power works even while Erika's Vileplume is Asleep, Confused, or Paralyzed.""}]",
gym1-6,Lt. Surge's Electabuzz,gym1,Pokémon,Basic,70,Lightning,,Colorless|Colorless,Fighting,Rare Holo,"[{""name"": ""Charge"", ""cost"": [""Lightning""], ""damage"": """", ""text"": ""Take up to 2 Lightning Energy cards from your discard pile and attach them to Lt. Surge's Electabuzz.""}, {""name"": ""Discharge"", ""cost"": [""Lightning""], ""damage"": ""30×"", ""text"": ""Discard all Lightning Energy cards attached to Lt. Surge's Electabuzz in order to use this attack. Flip a number of coins equal to the number of Lightning Energy cards you discarded. This attack does 30 damage times the number of heads.""}]",[],
gym1-7,Lt. Surge's Fearow,gym1,Pokémon,Stage 1,70,Colorless,Lt. Surge's Spearow,,Lightning,Rare Holo,"[{""name"": ""Repeating Drill"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""10×"", ""text"": ""Flip 5 coins. This attack does 10 damage times the number of heads.""}, {""name"": ""Clutch"", ""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""damage"": ""30"", ""text"": ""The Defending Pokémon can't retreat during your opponent's next turn.""}]",[],
gym1-8,Lt. Surge's Magneton,gym1,Pokémon,Stage 1,70,Lightning,Lt. Surge's Magnemite,Colorless|Colorless,Fighting,Rare Holo,"[{""name"": ""Mega Shock"", ""cost"": [""Lightning"", ""Lightning"", ""Lightning"", ""Colorless""], ""damage"": ""50"", ""text"": ""Flip a coin. If tails, Lt. Surge's Magneton does 20 damage to itself.""}]","[{""name"": ""Energy Charge"", ""type"": ""Pokémon Power"", ""text"": ""As often as you like during your turn (before your attack), if Lt. Surge's Magneton is your Active Pokémon, you may take 1 Lightning Energy card attached to 1 of your Pokémon and attach it to Lt. Surge's Magneton. This power can't be used if Lt. Surge's Magneton is Asleep, Confused, or Paralyzed.""}]",
gym1-9,Misty's Seadra,gym1,Pokémon,Stage 1,70,Water,Misty's Horsea,Colorless,Lightning,Rare Holo,"[{""name"": ""Tail Snap"", ""cost"": [""Water""], ""damage"": ""20"", ""text"": """"}, {""name"": ""Knockout Needle"", ""cost"": [""Water"", ""Water"", ""Water""], ""damage"": ""30+"", ""text"": ""Flip 2 coins. If both of them are heads, this attack does 30 damage plus 60 more damage. If 1 or both of them are tails, this attack does 30 damage.""}]",[],
gym1-10,Misty's Tentacruel,gym1,Pokémon,Stage 1,70,Water,Misty's Tentacool,,Lightning,Rare Holo,"[{""name"": ""Jellyfish Poison"", ""cost"": [""Water"", ""Water"", ""Colorless"", ""Colorless""], ""damage"": ""30"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Poisoned. If tails, the Defending Pokémon is now Confused.""}]","[{""name"": ""Flee"", ""type"": ""Pokémon Power"", ""text"": ""If an attack does damage to Misty's Tentacruel while it's your Active Pokémon, you may switch it with 1 of your Benched Pokémon, which prevents all other effects of that attack on Misty's Tentacruel. This power can't be used if Misty's Tentacruel is already Asleep, Confused, or Paralyzed.""}]",
gym1-11,Rocket's Hitmonchan,gym1,Pokémon,Basic,60,Fighting,,Colorless,Psychic,Rare Holo,"[{""name"": ""Crosscounter"", ""cost"": [""Fighting""], ""damage"": """", ""text"": ""If an attack does damage to Rocket's Hitmonchan during your opponent's next turn (even if Rocket's Hitmonchan is Knocked Out), flip a coin. If heads, Rocket's Hitmonchan attacks your opponent's Active Pokémon for double that amount of damage. (If Rocket's Hitmonchan takes 20 damage, it does 40 damage to that Pokémon.)""}, {""name"": ""Magnum Punch"", ""cost"": [""Fighting"", ""Fighting"", ""Colorless""], ""damage"": ""50"", ""text"": """"}]",[],
gym1-12,Rocket's Moltres,gym1,Pokémon,Basic,60,Fire,,Colorless|Colorless,,Rare Holo,"[{""name"": ""Fire Wall"", ""cost"": [""Fire"", ""Fire"", ""Fire""], ""damage"": ""40"", ""text"": ""If an attack does damage to Rocket's Moltres during your opponent's next turn (even if Rocket's Moltres is Knocked Out), Rocket's Moltres attacks your opponent's Active Pokémon for 10 damage. (Apply Weakness and Resistance.)""}]","[{""name"": ""Rebirth"", ""type"": ""Pokémon Power"", ""text"": ""When Rocket's Moltres is Knocked Out, you may return it to your hand after discarding it. This power can't be used if Rocket's Moltres is Asleep, Confused, or Paralyzed when it is Knocked Out.""}]",
gym1-13,Rocket's Scyther,gym1,Pokémon,Basic,60,Grass,,Colorless,Fire,Rare Holo,"[{""name"": ""Shadow Images"", ""cost"": [""Grass""], ""damage"": """", ""text"": ""Whenever Rocket's Scyther is attacked, your opponent flips a coin. If tails, that attack does no damage to Rocket's Scyther. (Any other effects of the attack still happen.) This effect lasts until Rocket's Scyther takes damage (or is Benched or is evolved).""}, {""name"": ""Blinding Scythe"", ""cost"": [""Grass"", ""Colorless"", ""Colorless""], ""damage"": ""40"", ""text"": """"}]",[],
gym1-14,Sabrina's Gengar,gym1,Pokémon,Stage 2,80,Psychic,Sabrina's Haunter,Colorless,,Rare Holo,"[{""name"": ""Pain Amplifier"", ""cost"": [""Psychic""], ""damage"": """", ""text"": ""Put a damage counter on each of your opponent's Pokémon has already has any damage counters on it.""}, {""name"": ""Call of the Night"", ""cost"": [""Psychic"", ""Psychic"", ""Psychic""], ""damage"": ""40"", ""text"": ""Unless this attack Knocks Out the Defending Pokémon, flip 2 coins. If both of them are heads, your opponent shuffles his or her Active Pokémon and all cards attached to it into his or her deck.""}]",[],
gym1-15,Brock,gym1,Trainer,,,,,,,Rare Holo,[],[],
gym1-16,Erika,gym1,Trainer,,,,,,,Rare Holo,[],[],
gym1-17,Lt. Surge,gym1,Trainer,,,,,,,Rare Holo,[],[],
gym1-18,Misty,gym1,Trainer,,,,,,,Rare Holo,[],[],
gym1-19,The Rocket's Trap,gym1,Trainer,,,,,,,Rare Holo,[],[],
gym1-20,Brock's Golem,gym1,Pokémon,Stage 2,90,Fighting,Brock's Graveler,Colorless|Colorless|Colorless|Colorless,Grass,Rare,"[{""name"": ""Rock Slide"", ""cost"": [""Fighting"", ""Fighting"", ""Colorless""], ""damage"": ""20"", ""text"": ""If your opponent has any Benched Pokémon, choose up to 3 of them. This attack does 10 damage to each of them. (Don't apply Weakness and Resistance for Benched Pokémon.)""}, {""name"": ""Fissure"", ""cost"": [""Fighting"", ""Fighting"", ""Colorless"", ""Colorless""], ""damage"": ""50"", ""text"": """"}]",[],
gym1-21,Brock's Onix,gym1,Pokémon,Basic,70,Fighting,,Colorless|Colorless,Grass,Rare,"[{""name"": ""Bind"", ""cost"": [""Fighting"", ""Fighting""], ""damage"": ""20"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Paralyzed.""}, {""name"": ""Tunneling"", ""cost"": [""Fighting"", ""Fighting"", ""Fighting""], ""damage"": """", ""text"": ""If your opponent has any Benched Pokémon, choose up to 2 of them. This attack does 20 damage to each of them. (Don't apply Weakness and Resistance for Benched Pokémon.) Brock's Onix can't attack during your next turn.""}]",[],
gym1-22,Brock's Rhyhorn,gym1,Pokémon,Basic,60,Fighting,,Colorless|Colorless,Grass,Rare,"[{""name"": ""Horn Toss"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""20"", ""text"": ""If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. (Do the damage before switching the Pokémon.)""}, {""name"": ""Take Down"", ""cost"": [""Fighting"", ""Fighting"", ""Colorless""], ""damage"": ""40"", ""text"": ""Brock's Rhyhorn does 10 damage to itself.""}]",[],
gym1-23,Brock's Sandslash,gym1,Pokémon,Stage 1,60,Fighting,Brock's Sandshrew,Colorless,Grass,Rare,"[{""name"": ""Needles"", ""cost"": [""Fighting"", ""Fighting""], ""damage"": ""10"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Paralyzed and Poisoned.""}, {""name"": ""Sandstorm"", ""cost"": [""Fighting"", ""Fighting""], ""damage"": ""20"", ""text"": ""If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.""}]",[],
gym1-24,Brock's Zubat,gym1,Pokémon,Basic,30,Grass,,,Psychic,Rare,"[{""name"": ""Alert"", ""cost"": [""Colorless""], ""damage"": """", ""text"": ""Draw a card. Then, switch Brock's Zubat with 1 of your Benched Pokémon. You can't use this attack if your Bench is empty.""}, {""name"": ""Wing Attack"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""20"", ""text"": """"}]",[],
gym1-25,Erika's Clefairy,gym1,Pokémon,Basic,50,Colorless,,Colorless,Fighting,Rare,"[{""name"": ""Moonwatching"", ""cost"": [""Colorless""], ""damage"": """", ""text"": ""Search your deck for a basic Energy card. Show that card to your opponent, then put it into your hand. Shuffle your deck afterward.""}, {""name"": ""Comet Slap"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""10×"", ""text"": ""Flip 3 coins. This attack does 10 damage times the number of heads.""}]",[],
gym1-26,Erika's Victreebel,gym1,Pokémon,Stage 2,80,Grass,Erika's Weepinbell,Colorless|Colorless,Fire,Rare,"[{""name"": ""Razor Leaf"", ""cost"": [""Grass"", ""Grass"", ""Grass""], ""damage"": ""50"", ""text"": """"}]","[{""name"": ""Fragrance Trap"", ""type"": ""Pokémon Power"", ""text"": ""Once during your turn (before your attack), you may flip a coin. If heads, and if your opponent has any Benched Pokémon, choose 1 of them and switch it with his or her Active Pokémon. This power can't be used if Erika's Victreebel is Asleep, Confused, or Paralyzed.""}]",
gym1-27,Lt. Surge's Electabuzz,gym1,Pokémon,Basic,60,Lightning,,Colorless|Colorless,Fighting,Rare,"[{""name"": ""Charge"", ""cost"": [""Lightning""], ""damage"": """", ""text"": ""Take up to 2 Lightning Energy cards from your discard pile and attach them to Lt. Surge's Electabuzz.""}, {""name"": ""Electric Current"", ""cost"": [""Lightning"", ""Lightning""], ""damage"": ""20"", ""text"": ""Take 1 Lightning Energy card attached to Lt. Surge's Electabuzz and attach it to 1 of your Benched Pokémon. If you have no Benched Pokémon, discard that Energy card.""}]",[],
gym1-28,Lt. Surge's Raichu,gym1,Pokémon,Stage 1,70,Lightning,Lt. Surge's Pikachu,Colorless|Colorless,Fighting,Rare,"[{""name"": ""Mega Punch"", ""cost"": [""Lightning"", ""Lightning""], ""damage"": ""30"", ""text"": """"}, {""name"": ""Thunderbolt"", ""cost"": [""Lightning"", ""Lightning"", ""Lightning"", ""Lightning""], ""damage"": ""100"", ""text"": ""Discard all Energy cards attached to Lt. Surge's Raichu in order to use this attack.""}]",[],
gym1-29,Misty's Cloyster,gym1,Pokémon,Stage 1,70,Water,Misty's Shellder,Colorless|Colorless,Lightning,Rare,"[{""name"": ""Triple Cannon"", ""cost"": [""Water"", ""Water"", ""Colorless""], ""damage"": ""20×"", ""text"": ""Flip 3 coins. This attack does 20 damage times the number of heads.""}]","[{""name"": ""Shell Armor"", ""type"": ""Pokémon Power"", ""text"": ""You may reduce all damage done by attacks to Misty's Cloyster by 10 (after applying Weakness and Resistance). (Any other effects of attacks still happen). This power can't be used if Misty's Cloyster is Asleep, Confused, or Paralyzed.""}]",
gym1-30,Misty's Goldeen,gym1,Pokémon,Basic,30,Water,,,Lightning,Rare,"[{""name"": ""Horn Hazard"", ""cost"": [""Water""], ""damage"": ""30"", ""text"": ""Flip a coin. If tails, this attack does nothing.""}]",[],
gym1-31,Misty's Poliwrath,gym1,Pokémon,Stage 2,90,Water,Misty's Poliwhirl,Colorless|Colorless|Colorless,Grass,Rare,"[{""name"": ""Water Ring"", ""cost"": [""Water"", ""Water"", ""Colorless"", ""Colorless""], ""damage"": ""30"", ""text"": ""Does 10 damage to each Pokémon that isn't Water on each player's Bench. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",[],
gym1-32,Misty's Tentacool,gym1,Pokémon,Basic,40,Water,,,Lightning,Rare,"[{""name"": ""Mysterious Light"", ""cost"": [""Colorless""], ""damage"": """", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Asleep.""}, {""name"": ""Jellyfish Pod"", ""cost"": [""Water"", ""Colorless""], ""damage"": """", ""text"": ""Search your deck for any number of Pokémon named Tentacool, Tentacruel, Misty's Tentacool, and/or Misty's Tentacruel. Show those cards to your opponent, then put them into your hand. Shuffle your deck afterward.""}]",[],
gym1-33,Rocket's Snorlax,gym1,Pokémon,Basic,90,Colorless,,Colorless|Colorless|Colorless|Colorless,Fighting,Rare,"[{""name"": ""Collapse"", ""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""damage"": ""20"", ""text"": ""Rocket's Snorlax is now Asleep (after doing damage).""}]","[{""name"": ""Restless Sleep"", ""type"": ""Pokémon Power"", ""text"": ""If your opponent's attack does damage to Rocket's Snorlax and Rocket's Snorlax is already Asleep (even if it's Knocked Out), this power does 20 damage to the attacking Pokémon.""}]",
gym1-34,Sabrina's Venomoth,gym1,Pokémon,Stage 1,60,Grass,Sabrina's Venonat,,Fire,Rare,"[{""name"": ""Healing Pollen"", ""cost"": [""Grass""], ""damage"": """", ""text"": ""Flip 3 coins. For each heads, remove 1 damage counter from each of your Pokémon. If a Pokémon has fewer damage counters than the number of heads, remove all of them.""}, {""name"": ""Sonic Distortion"", ""cost"": [""Psychic""], ""damage"": ""10"", ""text"": ""Flip 2 coins. If 1 or both of them are heads, the Defending Pokémon is now Confused.""}]",[],
gym1-35,Blaine's Growlithe,gym1,Pokémon,Basic,50,Fire,,Colorless,Water,Uncommon,"[{""name"": ""Shake"", ""cost"": [""Colorless""], ""damage"": ""10"", ""text"": ""If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. (Do the damage before switching the Pokémon.)""}, {""name"": ""Fire Tackle"", ""cost"": [""Fire"", ""Colorless""], ""damage"": ""30"", ""text"": ""Blaine's Growlithe does 10 damage to itself.""}]",[],
gym1-36,Blaine's Kangaskhan,gym1,Pokémon,Basic,80,Colorless,,Colorless|Colorless|Colorless,Fighting,Uncommon,"[{""name"": ""Child's Punch"", ""cost"": [""Colorless""], ""damage"": ""10"", ""text"": ""Flip a coin. If tails, this attack does nothing.""}, {""name"": ""One-Two Punch"", ""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""damage"": ""30+"", ""text"": ""Flip a coin. If heads, this attack does 30 damage plus 10 more damage; if tails, this attack does 30 damage.""}]",[],
gym1-37,Blaine's Magmar,gym1,Pokémon,Basic,60,Fire,,Colorless|Colorless,Water,Uncommon,"[{""name"": ""Firebreathing"", ""cost"": [""Fire""], ""damage"": ""10+"", ""text"": ""Flip a coin. If heads, this attack does 10 damage plus 10 more damage; if tails, this attack does 10 damage.""}, {""name"": ""Lava Burst"", ""cost"": [""Fire"", ""Fire"", ""Fire""], ""damage"": ""20×"", ""text"": ""Discard the top 5 cards of your deck. (If there are fewer than 5 cards in your deck, discard all of them.) This attack does 20 damage for each Fire Energy card you discarded in this way.""}]",[],
gym1-38,Brock's Geodude,gym1,Pokémon,Basic,50,Fighting,,Colorless,Grass,Uncommon,"[{""name"": ""Tackle"", ""cost"": [""Colorless""], ""damage"": ""10"", ""text"": """"}, {""name"": ""Lucky Shot"", ""cost"": [""Fighting"", ""Colorless""], ""damage"": """", ""text"": ""Choose 1 of your opponent's Benched Pokémon and flip a coin. If heads, this attack does 30 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) This attack can't be used if your opponent has no Benched Pokémon.""}]",[],
gym1-39,Brock's Golbat,gym1,Pokémon,Stage 1,70,Grass,Brock's Zubat,Colorless,Psychic,Uncommon,"[{""name"": ""Dive"", ""cost"": [""Colorless""], ""damage"": ""20"", ""text"": """"}, {""name"": ""Spiral Dive"", ""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""damage"": """", ""text"": ""Does 10 damage to each of your opponent's Pokémon. Don't apply Weakness and Resistance.""}]",[],
gym1-40,Brock's Graveler,gym1,Pokémon,Stage 1,70,Fighting,Brock's Geodude,Colorless|Colorless,Grass,Uncommon,"[{""name"": ""Rock Toss"", ""cost"": [""Fighting"", ""Colorless"", ""Colorless""], ""damage"": ""20×"", ""text"": ""Flip 3 coins. This attack does 20 damage times the number of heads.""}]",[],
gym1-41,Brock's Lickitung,gym1,Pokémon,Basic,80,Colorless,,Colorless|Colorless|Colorless,Fighting,Uncommon,"[{""name"": ""Tongue Slap"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""20"", ""text"": """"}, {""name"": ""Slam"", ""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""damage"": ""30×"", ""text"": ""Flip 2 coins. This attack does 30 damage times the number of heads.""}]",[],
gym1-42,Erika's Dratini,gym1,Pokémon,Basic,40,Colorless,,Colorless,,Uncommon,"[{""name"": ""Tail Strike"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""10+"", ""text"": ""Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.""}]","[{""name"": ""Strange Barrier"", ""type"": ""Pokémon Power"", ""text"": ""Whenever an attack by a Basic Pokémon (including your own) does 20 or more damage to Erika's Dratini (after applying Weakness and Resistance), reduce that damage to 10. (Any other effects of attacks still happen.) This power stops working while Erika's Dratini is Asleep, Confused, or Paralyzed.""}]",
gym1-43,Erika's Exeggcute,gym1,Pokémon,Basic,50,Grass,,Colorless,Fire,Uncommon,"[{""name"": ""Deflector"", ""cost"": [""Psychic""], ""damage"": """", ""text"": ""During your opponent's next turn, whenever Erika's Exeggcute takes damage, divide that damage in half (rounded down to the nearest 10). (Any other effects still happen.)""}, {""name"": ""Egg Bomb"", ""cost"": [""Grass"", ""Colorless""], ""damage"": ""40"", ""text"": ""Flip a coin. If tails, this attack does nothing to the Defending Pokémon and Erika's Exeggcute does 20 damage to itself.""}]",[],
gym1-44,Erika's Exeggutor,gym1,Pokémon,Stage 1,70,Grass,Erika's Exeggcute,Colorless|Colorless,Fire,Uncommon,"[{""name"": ""Psychic Exchange"", ""cost"": [""Psychic""], ""damage"": """", ""text"": ""Shuffle your hand into your deck, then draw 5 cards.""}, {""name"": ""Stomp"", ""cost"": [""Grass"", ""Colorless"", ""Colorless""], ""damage"": ""30+"", ""text"": ""Flip a coin. If heads, this attack does 30 damage plus 10 more damage; if tails, this attack does 30 damage.""}]",[],
gym1-45,Erika's Gloom,gym1,Pokémon,Stage 1,60,Grass,Erika's Oddish,Colorless,Fire,Uncommon,"[{""name"": ""Healing Pollen"", ""cost"": [""Grass""], ""damage"": """", ""text"": ""Flip a coin. If heads, remove 4 damage counters from Erika's Gloom. If Erika's Gloom has fewer damage counters than that, remove all of them.""}, {""name"": ""Magic Pollen"", ""cost"": [""Grass"", ""Grass"", ""Grass""], ""damage"": ""30"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Asleep, Confused, Paralyzed, or Poisoned (your choice).""}]",[],
gym1-46,Erika's Gloom,gym1,Pokémon,Stage 1,70,Grass,Erika's Oddish,Colorless,Fire,Uncommon,"[{""name"": ""Dream Dance"", ""cost"": [""Grass"", ""Colorless""], ""damage"": ""10"", ""text"": ""Both the Defending Pokémon and Erika's Gloom are now Asleep (after doing damage).""}, {""name"": ""Vile Smell"", ""cost"": [""Grass"", ""Grass"", ""Colorless""], ""damage"": ""30"", ""text"": ""Both the Defending Pokémon and Erika's Gloom are now Confused (after doing damage).""}]",[],
